id,total_ima,ima_high_avg,ima_high_total,ima_medium_total,ima_low_total,ima_per_min,ima_accel_high,ima_acel_medium,ima_acel_low,ima_decel_high,ima_decel_medium,ima_decel_low,total_player_load,average_player_load,peak_player_load,player_load_per_minute,total_jumps,jumps_avg,jumps_per_minute,high_intensity_jumps,med_intesnity_jumps,low_intensity_jumps,rhie_bout_recovery_max,rhie_bout_recovery_min,rhie_bout_recovery_mean,rhie_effort_per_bout,rhie_effort_per_bout_max,rhie_effort_recovery_min,rhie_effort_recovery_mean,rhie_total_bouts,rhie_efforts_per_bout_min,injury
1578,194,14,14,19,161,2,0,3,20,9,5,30,302,25,5,2,28,28,0,16,7,5,355,0,355,3,3,0,0,1,0,0
1579,301,13,13,40,248,2,3,5,44,4,14,52,331,30,6,3,43,43,0,22,15,6,0,0,0,0,0,0,0,0,0,0
1580,1274,97,97,233,944,5,14,25,79,29,49,172,984,70,7,4,189,189,1,37,112,40,2133,0,510,4,5,0,1,13,0,0
1581,1363,78,78,212,1073,5,13,21,72,33,47,160,1180,98,5,4,447,447,2,49,352,46,820,0,355,3,5,0,1,11,0,0
1582,699,29,29,96,574,4,6,8,29,9,17,87,600,55,4,4,77,77,0,10,54,13,788,0,530,3,3,0,0,2,0,0
1583,721,22,43,103,575,4,6,10,60,15,39,129,755,42,5,4,159,80,1,59,85,15,465,0,190,4,6,0,1,4,0,0
1584,951,55,55,162,734,5,9,16,48,19,41,126,753,68,5,4,119,119,1,23,60,36,771,0,329,3,3,0,0,4,0,0
1585,636,42,42,85,509,3,7,12,41,17,23,74,623,62,6,3,92,92,0,18,52,22,554,0,354,3,4,0,1,5,0,0
1586,957,34,67,167,723,5,14,24,77,16,39,149,938,55,5,5,277,139,1,52,182,43,1404,0,299,4,5,0,2,12,3,0
1587,279,11,11,51,217,3,4,5,12,3,7,40,401,100,4,4,29,29,0,4,18,7,0,0,0,0,0,0,0,0,0,0
1588,696,46,46,103,547,4,10,9,37,16,28,89,678,52,4,4,133,133,1,28,87,18,2647,0,724,3,4,0,4,5,3,0
1589,607,32,32,92,483,3,4,7,45,11,29,113,682,49,4,4,159,159,1,32,110,17,2187,0,704,3,3,0,4,6,3,0
1590,214,9,9,30,175,4,1,5,18,4,8,36,299,149,4,6,73,73,1,21,43,9,1232,0,1232,3,3,0,0,1,3,0
1591,325,14,14,46,265,2,4,2,32,5,10,70,410,32,4,2,100,100,1,24,71,5,0,0,0,0,0,0,0,0,0,0
1592,1260,120,120,242,898,7,19,22,76,34,67,152,954,87,5,5,148,148,1,69,45,34,812,0,308,4,5,0,3,20,3,0
1593,566,28,28,99,439,5,5,14,33,13,24,90,565,94,5,5,120,120,1,20,88,12,1724,0,1076,3,4,0,0,4,3,0
1594,1080,30,59,177,844,4,5,20,76,17,45,149,1009,53,5,4,178,89,1,51,98,29,606,0,384,4,5,0,0,5,3,0
1595,847,42,42,131,674,6,7,5,48,8,38,142,761,69,7,5,189,189,1,39,137,13,726,0,301,4,5,0,0,4,3,0
1596,394,20,20,55,319,5,4,8,33,8,6,59,406,51,4,5,52,52,1,15,31,6,1173,0,1173,3,3,0,0,1,3,0
1597,400,9,17,55,328,4,1,4,30,9,19,61,404,50,3,4,176,88,2,17,151,8,1833,0,797,4,5,0,0,3,3,0
1598,761,55,55,127,579,3,12,25,74,18,34,107,841,841,5,3,170,170,1,25,126,19,3809,355,1599,4,4,0,5,8,3,0
1599,925,63,63,148,714,7,14,16,74,16,23,126,747,68,5,5,233,233,2,18,184,31,447,0,227,4,5,0,2,8,3,0
1600,837,71,71,130,636,5,14,17,69,24,37,125,779,60,5,5,138,138,1,32,88,18,334,0,161,4,5,0,3,10,3,0
1601,785,42,42,140,603,2,9,14,59,14,32,114,790,790,4,2,269,269,1,38,219,12,5320,1810,3659,4,5,0,3,4,3,0
1602,616,38,38,100,478,4,3,8,46,14,20,84,630,79,4,4,79,79,1,12,53,14,647,0,238,3,3,0,1,4,3,0
1603,632,46,46,101,485,5,11,19,38,11,29,97,611,47,5,5,72,72,1,22,38,12,284,0,145,4,5,0,2,4,3,0
1604,737,48,48,155,534,5,9,21,67,15,34,91,880,880,5,5,201,201,1,54,122,25,2983,47,684,4,9,0,4,13,3,0
1605,1295,117,117,253,925,8,14,29,64,44,63,146,968,88,5,6,97,97,1,48,30,19,870,0,242,4,9,0,3,16,3,0
1606,1217,104,104,223,890,7,15,31,79,37,68,160,1007,112,6,6,180,180,1,28,112,40,1377,0,501,4,6,0,3,11,3,0
1607,705,43,43,111,551,5,8,9,24,14,23,99,609,76,4,4,141,141,1,40,89,12,610,0,193,4,7,0,5,9,3,0
1608,673,50,50,145,478,4,8,21,49,16,38,88,721,55,5,4,122,122,1,28,83,11,550,0,374,4,4,0,0,2,3,0
1609,598,25,25,108,465,6,3,8,21,8,23,98,420,52,4,4,127,127,1,46,72,9,510,0,207,5,9,0,6,7,3,0
1610,1178,60,60,200,918,6,8,12,51,23,53,144,893,99,4,5,105,105,1,15,55,35,1663,0,734,4,4,0,2,5,3,0
1611,1251,36,72,204,975,5,13,24,82,22,47,180,1175,62,7,5,277,139,1,29,218,30,182,0,104,4,7,0,1,9,3,0
1612,785,21,42,107,636,4,2,12,72,18,28,145,861,54,6,4,327,164,1,51,260,16,765,0,464,5,9,0,2,7,3,0
1613,1032,84,84,177,771,7,7,20,72,27,45,130,703,141,4,5,98,98,1,36,27,35,857,0,426,4,8,0,2,10,3,0
1614,838,51,51,150,637,5,4,11,65,18,36,103,677,62,5,4,136,136,1,32,77,27,1373,0,492,3,4,0,2,5,3,0
1615,670,49,49,104,517,3,4,11,49,22,22,89,733,56,5,4,193,193,1,23,135,35,550,0,338,3,3,0,0,2,3,0
1616,964,61,61,173,730,7,7,15,67,32,40,143,749,94,5,5,256,256,2,44,178,34,1710,0,504,5,15,0,1,8,3,0
1617,791,16,31,123,637,5,3,9,30,16,33,105,688,63,4,4,316,158,2,22,271,23,881,0,543,4,4,0,3,3,3,0
1618,1161,100,100,196,865,6,15,10,67,42,49,134,848,94,4,5,226,226,1,24,169,33,1176,0,379,5,15,0,1,9,3,0
1619,311,22,22,44,245,2,3,6,33,9,19,55,451,35,5,3,183,183,1,9,133,41,473,0,473,4,4,0,0,1,4,0
1620,499,40,40,105,354,7,14,11,29,11,29,50,329,329,5,5,35,35,1,16,4,15,1731,39,668,4,4,0,3,6,3,0
1621,753,55,55,125,573,4,8,14,39,27,24,74,574,57,5,3,97,97,1,7,62,28,1127,0,688,3,3,0,0,2,3,0
1622,476,32,32,66,378,2,6,9,31,13,23,92,618,618,5,3,179,179,1,20,116,43,3974,56,2002,4,6,0,3,5,3,0
1623,863,43,43,141,679,6,6,20,54,16,25,99,626,63,5,4,124,124,1,18,68,38,738,0,441,5,6,0,0,2,3,0
1624,556,36,36,86,434,2,5,12,45,14,24,100,684,684,5,3,182,182,1,31,112,39,4685,45,2167,3,3,0,3,6,3,0
1625,931,82,82,166,683,7,10,25,75,30,50,116,791,158,6,6,77,77,1,22,22,33,1261,0,442,3,5,0,1,9,3,0
1626,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1627,557,34,34,67,456,5,8,5,37,6,19,70,531,53,4,5,162,162,1,5,146,11,1010,0,399,4,4,0,3,3,3,0
1628,500,44,44,113,343,4,9,8,25,10,20,63,377,126,4,3,93,93,1,30,35,28,1256,0,474,3,4,0,2,9,3,0
1629,755,42,42,121,592,6,12,10,45,14,24,98,519,65,4,4,103,103,1,19,60,24,462,0,316,4,5,0,3,3,3,0
1630,730,24,47,123,560,3,5,14,61,22,30,110,769,55,5,3,275,138,1,41,158,76,2663,0,1176,4,4,0,1,4,3,0
1631,627,53,53,116,458,5,8,14,42,15,24,83,586,65,5,5,135,135,1,23,72,40,720,0,387,4,5,0,0,4,4,0
1632,1047,66,66,161,820,7,8,18,57,24,40,146,707,64,5,5,152,152,1,26,96,30,1854,0,451,3,4,0,0,10,3,0
1633,751,37,37,112,602,5,7,10,48,14,32,121,557,51,4,4,113,113,1,16,58,39,1134,0,701,3,4,0,0,3,3,0
1634,443,30,30,64,349,3,4,7,36,15,14,76,561,47,5,4,101,101,1,14,69,18,1637,0,693,4,4,0,3,4,3,0
1635,1,1,1,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1636,962,78,78,174,710,8,26,19,79,17,34,121,550,46,5,5,97,97,1,29,41,27,395,0,90,4,8,0,2,37,0,0
1637,1005,76,76,169,760,5,25,38,84,10,34,153,697,70,7,3,73,73,0,12,35,26,1992,0,258,6,18,0,1,17,0,0
1638,876,73,73,170,633,7,16,29,68,12,52,105,522,47,4,4,71,71,1,19,25,27,444,0,150,6,17,0,2,25,0,0
1639,827,66,66,137,624,8,15,16,60,15,23,101,523,44,6,5,73,73,1,23,28,22,277,0,124,6,14,0,2,23,0,0
1640,764,42,42,164,558,10,9,17,59,11,32,90,453,41,4,6,71,71,1,18,26,27,322,0,120,4,6,0,1,21,0,0
1641,863,57,57,152,654,7,15,18,83,11,42,143,595,50,7,5,107,107,1,31,46,30,659,0,153,4,11,0,2,23,0,0
1642,539,30,30,117,392,7,4,10,35,5,24,72,355,39,3,4,95,95,1,24,47,24,813,0,191,4,9,0,2,16,0,0
1643,665,39,39,87,539,6,12,14,55,8,18,88,473,36,5,5,77,77,1,16,27,34,278,0,126,4,6,0,2,17,0,0
1644,971,51,51,145,775,10,12,18,66,11,32,141,496,45,4,5,87,87,1,11,56,20,350,0,151,4,7,0,1,19,0,0
1645,415,26,26,56,333,7,3,4,27,5,15,62,274,39,3,5,63,63,1,9,35,19,596,0,210,5,11,0,0,8,0,0
1646,665,43,43,114,508,7,13,14,39,8,17,91,462,39,3,5,60,60,1,15,26,19,552,0,216,5,8,0,0,13,0,0
1647,725,32,32,113,580,7,10,13,40,9,20,87,427,39,4,4,55,55,1,11,18,26,804,0,369,5,7,0,1,6,0,0
1648,557,41,41,118,398,8,8,11,48,11,29,85,383,55,3,5,74,74,1,28,30,16,255,0,136,6,19,0,1,16,0,0
1649,905,57,57,138,710,8,17,20,76,4,30,132,578,53,4,5,84,84,1,17,39,28,440,0,142,5,14,0,1,18,0,0
1650,799,43,43,129,627,11,11,15,54,6,20,113,388,49,4,5,49,49,1,9,24,16,589,0,143,5,8,0,2,13,0,0
1651,696,36,36,123,537,7,8,11,48,7,17,115,522,58,5,5,86,86,1,33,42,11,610,0,206,4,6,0,2,17,0,0
1652,977,83,83,152,742,9,24,25,79,9,26,116,558,93,4,5,66,66,1,13,37,16,403,0,169,5,13,0,2,26,0,0
1653,761,56,56,125,580,7,12,12,66,8,33,137,509,36,4,5,110,110,1,36,55,19,355,0,150,4,11,0,2,21,0,0
1654,1,1,1,0,0,0,1,0,0,0,0,0,33,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1655,801,55,55,124,622,8,12,10,48,14,20,96,469,31,4,5,70,70,1,9,28,33,419,0,192,5,11,0,1,12,0,0
1656,725,49,49,117,559,6,9,19,49,5,20,92,529,529,6,4,82,82,1,15,35,32,2405,21,317,5,10,0,3,21,3,0
1657,871,64,64,144,663,8,16,18,60,11,31,96,518,43,4,5,69,69,1,17,31,21,534,0,201,5,12,0,1,19,0,0
1658,659,40,40,120,499,2,6,16,44,7,19,102,570,570,5,2,74,74,0,12,37,25,14564,38,1416,5,12,0,2,14,3,0
1659,848,62,62,128,658,7,15,11,56,13,27,146,569,71,8,5,102,102,1,18,51,33,660,0,211,5,11,0,1,17,0,0
1660,985,59,59,179,747,8,16,22,66,14,43,144,602,55,6,5,91,91,1,20,53,18,635,0,173,4,8,0,2,27,0,0
1661,742,44,44,122,576,8,12,22,53,8,21,95,475,43,6,5,66,66,1,13,43,10,268,0,141,4,9,0,1,14,0,0
1662,902,62,62,149,691,8,13,15,60,12,32,136,534,44,4,5,80,80,1,36,28,16,772,0,148,5,11,0,2,25,0,0
1663,960,56,56,172,732,11,11,22,54,13,41,151,545,54,3,6,78,78,1,21,32,25,545,0,165,4,10,0,3,21,0,0
1664,1369,93,93,233,1043,8,25,18,85,18,53,198,770,43,5,5,127,127,1,41,57,29,635,0,183,5,10,0,1,29,0,0
1665,1248,84,84,227,937,8,27,28,79,16,40,143,733,46,6,5,121,121,1,15,77,29,595,0,163,6,16,0,2,20,0,0
1666,1275,77,77,190,1008,10,12,20,79,14,34,168,757,76,5,6,100,100,1,15,62,23,1137,0,167,5,11,0,2,32,0,0
1667,1055,64,64,171,820,7,12,20,49,12,39,157,645,54,4,4,126,126,1,18,80,28,681,0,176,4,9,0,1,22,0,0
1668,1175,73,73,198,904,8,16,23,67,13,50,194,746,57,3,5,133,133,1,34,77,22,1186,0,179,4,12,0,1,31,0,0
1669,879,49,49,132,698,8,11,19,55,12,27,141,650,54,4,6,106,106,1,17,62,27,811,0,212,4,6,0,1,13,0,0
1670,1312,75,75,197,1040,8,10,13,67,11,52,240,897,69,4,6,148,148,1,34,69,45,924,0,173,5,15,0,2,28,0,0
1671,984,56,56,168,760,7,12,19,65,15,46,170,627,52,4,5,165,165,1,40,106,19,548,0,175,5,11,0,3,18,0,0
1672,1403,103,103,241,1059,10,30,22,92,14,70,163,748,68,4,5,142,142,1,42,68,32,336,0,118,5,14,0,1,35,0,0
1673,1342,79,79,210,1053,7,15,24,76,8,58,201,836,56,5,4,173,173,1,31,93,49,822,0,197,4,8,0,2,30,0,0
1674,0,0,0,0,0,0,0,0,0,0,0,0,803,89,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1675,1139,89,89,151,899,9,30,20,48,17,23,156,647,54,4,5,96,96,1,8,49,39,648,0,112,5,10,0,2,32,0,0
1676,1348,71,71,212,1065,10,28,30,110,6,45,183,775,48,4,5,147,147,1,33,76,38,592,0,162,4,13,0,2,29,0,0
1677,1282,37,74,208,1000,10,20,24,94,12,47,179,745,37,6,6,169,85,1,26,103,40,582,0,140,5,11,0,2,26,0,0
1678,1001,33,66,170,765,8,16,20,82,12,38,168,683,38,3,5,169,85,1,29,102,38,946,0,115,5,11,0,1,26,0,0
1679,1131,57,57,184,890,10,13,32,77,14,33,161,666,95,5,6,88,88,1,20,40,28,577,0,191,4,11,0,2,25,0,0
1680,1280,41,81,221,978,11,18,29,98,19,42,175,696,54,4,6,113,57,1,17,58,38,902,0,152,5,8,0,1,28,0,0
1681,1139,68,68,177,894,8,21,13,81,10,44,178,708,47,4,5,177,177,1,44,84,49,1699,0,223,5,15,0,2,25,0,0
1682,1155,73,73,180,902,8,24,27,76,11,34,157,713,51,6,5,111,111,1,23,68,20,1402,0,197,4,7,0,1,27,0,0
1683,854,66,66,136,652,6,10,11,58,12,28,128,562,43,5,4,92,92,1,25,45,22,1676,0,238,4,14,0,2,18,0,0
1684,1429,81,81,243,1105,7,23,26,112,17,50,168,789,99,5,4,127,127,1,35,54,38,1857,0,231,5,11,0,2,35,0,0
1685,1026,54,54,156,816,9,9,27,75,11,31,161,599,43,5,5,99,99,1,17,60,22,441,0,138,4,8,0,1,18,0,0
1686,1121,73,73,169,879,9,26,20,87,12,32,142,614,44,8,5,94,94,1,19,45,30,1265,0,173,4,9,0,2,26,0,0
1687,1329,59,59,221,1049,9,11,22,92,13,64,174,729,52,3,5,110,110,1,25,64,21,612,0,227,5,8,0,2,17,0,0
1688,864,50,50,121,693,6,10,13,51,4,34,115,559,33,3,4,98,98,1,25,50,23,923,0,182,4,7,0,1,19,0,0
1689,874,37,37,145,692,6,8,17,85,5,41,145,643,49,6,4,102,102,1,32,45,25,1766,0,375,4,11,0,1,12,0,0
1690,1228,74,74,173,981,11,22,21,80,11,24,185,732,52,7,7,119,119,1,20,69,30,301,0,132,5,11,0,1,21,0,0
1691,1314,55,55,173,1086,8,16,17,85,14,34,147,680,68,3,4,81,81,0,1,53,27,662,0,218,4,7,0,2,19,0,0
1692,1444,79,79,221,1144,10,17,25,94,16,43,212,806,54,5,5,143,143,1,32,70,41,1168,0,172,4,12,0,2,31,0,0
1693,886,39,39,123,724,7,7,7,46,9,25,140,577,34,3,5,120,120,1,13,84,23,519,0,218,4,5,0,0,9,0,0
1694,565,38,38,100,427,4,13,13,53,6,38,116,578,44,4,4,112,112,1,37,42,33,1149,0,312,6,19,0,1,11,0,0
1695,496,31,31,74,391,6,5,13,33,9,12,64,374,42,4,4,66,66,1,21,39,6,387,0,127,4,9,0,1,13,0,0
1696,849,43,43,107,699,6,7,10,66,9,38,105,545,27,4,4,109,109,1,30,54,25,208,0,125,5,8,0,1,9,0,0
1697,354,15,15,49,290,2,4,6,48,4,20,102,454,35,3,3,83,83,0,24,38,21,690,0,325,4,4,0,1,5,0,0
1698,606,50,50,116,440,8,15,11,34,11,34,126,388,65,3,5,94,94,1,18,67,9,787,32,199,5,13,0,2,17,3,0
1699,569,16,31,85,453,3,3,11,52,10,31,121,637,37,4,3,73,37,0,20,38,15,872,0,360,4,7,0,1,9,0,0
1700,1000,68,68,174,758,7,19,25,79,19,39,155,631,53,4,4,115,115,1,24,59,32,328,0,137,5,11,0,1,19,0,0
1701,923,55,55,174,694,6,11,12,45,17,53,166,658,41,3,5,103,103,1,31,48,24,533,0,164,5,9,0,1,21,0,0
1702,795,24,48,126,621,4,10,15,58,8,43,144,720,40,5,3,144,72,1,33,62,49,1089,0,199,5,16,0,2,17,0,0
1703,300,12,12,44,244,2,6,12,34,4,15,88,425,35,4,3,77,77,1,19,44,14,1527,0,493,3,4,0,1,6,0,0
1704,972,57,57,133,782,8,10,11,65,8,44,131,578,36,4,5,103,103,1,28,47,28,2099,0,322,5,21,0,1,15,0,0
1705,560,38,38,79,443,3,7,6,63,15,29,120,527,41,4,3,98,98,1,28,56,14,733,0,206,4,8,0,2,18,0,0
1706,1110,65,65,187,858,7,15,18,62,15,43,177,707,47,4,5,115,115,1,33,56,26,807,0,173,4,10,0,1,29,0,0
1707,465,21,21,72,372,3,6,17,53,4,21,120,526,40,4,3,84,84,1,24,46,14,1225,0,333,4,9,0,1,10,0,0
1708,974,50,50,145,779,9,12,14,56,12,54,146,631,53,5,6,114,114,1,26,50,38,558,0,152,4,8,0,2,18,0,0
1709,1365,62,62,208,1095,11,16,20,62,15,58,180,664,55,4,5,190,190,2,49,88,53,709,0,149,6,40,0,2,29,0,0
1710,1056,49,49,169,838,9,7,16,64,15,52,155,591,37,3,5,165,165,1,47,71,47,295,0,89,5,21,0,2,23,0,0
1711,1114,73,73,148,893,6,14,20,91,20,36,189,811,62,5,5,149,149,1,41,66,42,1246,0,217,6,26,0,3,21,0,0
1712,1406,111,111,244,1051,11,27,35,110,17,56,202,817,58,4,6,218,218,2,64,121,33,229,0,88,5,15,0,2,44,0,0
1713,1042,75,75,209,758,10,10,24,86,13,47,199,666,55,4,6,210,210,2,66,120,24,350,0,104,10,32,0,3,20,0,0
1714,1306,58,58,197,1051,9,13,19,83,14,51,189,755,44,4,5,153,153,1,43,85,25,518,0,164,6,21,0,2,22,0,0
1715,896,57,57,132,707,7,8,12,52,10,45,118,594,33,4,5,107,107,1,35,58,14,1196,0,204,6,28,0,1,16,0,0
1716,892,55,55,122,715,5,16,11,69,12,34,159,684,53,6,4,118,118,1,31,64,23,1234,0,220,5,14,0,2,22,0,0
1717,954,63,63,137,754,8,13,10,64,13,30,131,628,31,4,5,111,111,1,32,63,16,990,0,178,6,14,0,1,12,0,0
1718,756,48,48,101,607,4,11,16,56,10,25,156,624,48,5,4,95,95,1,28,46,21,1199,0,309,7,11,0,2,12,0,0
1719,794,32,32,131,631,7,7,4,43,10,49,146,594,99,3,5,84,84,1,24,41,19,619,0,194,4,11,0,2,15,0,0
1720,867,48,48,120,699,9,9,11,57,9,25,130,528,31,4,5,111,111,1,28,50,33,732,0,210,6,22,0,0,8,0,0
1721,1240,35,70,188,982,5,19,20,85,11,50,211,1033,54,6,4,228,114,1,52,114,62,825,0,201,5,15,0,2,27,0,0
1722,855,37,37,145,673,7,5,15,47,9,51,148,610,41,3,5,118,118,1,30,60,28,474,0,132,7,22,0,0,11,0,0
1723,828,48,48,130,650,5,9,13,59,13,30,131,642,49,4,4,127,127,1,32,60,35,1025,0,309,6,12,0,3,12,0,0
1724,656,16,16,121,519,6,3,10,44,5,23,129,494,71,5,4,115,115,1,55,33,27,1664,0,218,7,27,0,5,15,0,0
1725,1041,74,74,141,826,6,11,26,96,20,31,171,805,62,4,5,145,145,1,36,70,39,1167,0,239,7,15,0,2,21,0,0
1726,1201,68,68,171,962,8,11,12,80,20,52,187,731,49,4,5,149,149,1,59,53,37,295,0,127,5,19,0,3,29,0,0
1727,1222,44,87,181,954,8,10,16,86,28,44,232,754,40,3,5,189,95,1,67,77,45,385,0,106,5,19,0,2,36,0,0
1728,839,65,65,109,665,5,13,17,80,15,28,127,680,52,5,4,101,101,1,44,36,21,1273,0,162,6,20,0,3,25,0,0
1729,883,33,33,127,723,7,7,8,51,8,43,108,508,36,3,4,79,79,1,24,37,18,1587,0,299,4,6,0,0,11,0,0
1730,1090,38,75,183,832,5,17,24,87,16,57,200,913,43,8,4,148,74,1,57,53,38,1372,0,175,5,16,0,3,28,0,0
1731,870,75,75,140,655,9,16,15,59,16,38,138,529,59,4,6,79,79,1,19,32,28,332,0,150,6,11,0,1,18,0,0
1732,1458,93,93,227,1138,9,32,25,120,14,48,231,843,53,4,5,150,150,1,43,64,43,621,0,127,4,10,0,1,40,0,0
1733,1076,67,67,164,845,7,17,13,77,16,60,172,647,40,4,4,139,139,1,62,46,31,345,0,162,7,16,0,1,22,0,0
1734,963,53,53,145,765,7,12,15,74,13,57,145,631,39,3,4,129,129,1,36,72,21,713,0,172,4,9,0,1,23,0,0
1735,505,35,35,70,400,3,6,7,61,11,21,124,537,41,5,3,98,98,1,25,47,26,983,0,244,5,11,0,1,12,0,0
1736,1263,27,53,184,1026,8,10,24,104,15,46,235,805,54,3,5,219,110,1,32,141,46,606,0,150,5,12,0,2,22,0,0
1737,360,29,29,58,273,2,5,7,47,7,26,81,473,36,3,3,69,69,0,22,23,24,1297,0,292,4,7,0,1,11,0,0
1738,1016,51,51,171,794,10,13,19,67,14,52,175,606,47,4,6,114,114,1,45,41,28,356,0,125,6,20,0,3,21,0,0
1739,1158,53,53,150,955,8,13,16,69,7,46,245,689,46,4,5,174,174,1,33,106,35,732,0,226,5,11,0,1,16,0,0
1740,863,23,46,148,669,4,15,27,73,8,41,201,857,45,4,4,166,83,1,54,83,29,1469,0,247,5,11,0,3,20,0,0
1741,374,27,27,75,272,8,5,4,20,5,16,64,262,262,3,6,103,103,2,51,39,13,794,23,149,8,23,0,2,15,3,0
1742,900,68,68,139,693,7,17,13,59,17,47,140,576,36,4,5,94,94,1,33,39,22,300,0,104,5,20,0,2,22,0,0
1743,913,27,54,142,717,4,11,18,86,13,43,219,847,42,4,4,188,94,1,55,73,60,824,0,158,4,9,0,1,26,0,0
1744,1064,49,49,168,847,8,10,23,79,9,37,160,663,44,5,5,91,91,1,29,38,24,695,0,197,4,7,0,1,22,0,0
1745,1368,102,102,270,996,9,19,27,74,21,65,206,778,65,3,5,215,215,1,78,71,66,551,0,153,5,14,0,2,41,0,0
1746,1125,58,58,199,868,7,20,21,89,9,69,202,715,45,4,4,139,139,1,33,77,29,793,0,211,4,14,0,1,26,0,0
1747,980,64,64,166,750,7,18,19,58,12,47,178,630,35,3,5,143,143,1,29,83,31,244,0,102,4,9,0,2,24,0,0
1748,595,26,26,93,476,3,7,12,64,9,32,154,552,42,5,3,102,102,1,25,56,21,1199,0,294,5,10,0,1,12,0,0
1749,1067,44,44,189,834,8,7,23,76,10,52,169,670,45,4,5,165,165,1,40,96,29,688,0,166,5,20,0,2,23,0,0
1750,1169,72,72,165,932,8,14,13,91,15,54,232,756,54,3,5,199,199,1,59,108,32,429,0,125,4,10,0,2,35,0,0
1751,671,43,43,99,529,4,12,14,77,10,36,151,620,48,5,4,146,146,1,25,67,54,1655,0,341,5,13,0,2,14,0,0
1752,240,24,24,42,174,4,3,1,20,8,10,57,284,284,4,5,81,81,1,27,37,17,2329,21,428,10,19,0,3,7,4,0
1753,968,52,52,136,780,8,11,10,64,12,47,146,596,40,4,5,136,136,1,38,65,33,470,0,129,6,13,0,1,21,0,0
1754,965,56,56,147,762,6,10,24,81,11,38,157,738,57,6,4,124,124,1,24,39,61,807,0,196,4,13,0,1,22,0,0
1755,321,21,21,74,226,5,3,13,35,4,22,85,272,272,3,4,121,121,2,30,79,12,1263,21,300,6,11,0,5,11,3,0
1756,773,29,29,101,643,6,5,16,60,8,29,138,579,41,3,4,105,105,1,17,67,21,1315,0,352,5,8,0,1,7,0,0
1757,1249,41,81,177,991,5,11,22,133,17,54,266,1008,53,4,4,233,117,1,55,135,43,2107,0,264,5,23,0,2,28,0,0
1758,767,44,44,132,591,7,8,28,77,5,30,153,549,50,4,5,122,122,1,28,74,20,327,0,111,5,12,0,2,18,0,0
1759,995,63,63,151,781,8,11,13,72,11,51,186,658,51,5,5,137,137,1,41,62,34,1184,0,159,5,11,0,2,27,0,0
1760,1017,71,71,177,769,7,14,16,71,15,48,141,637,46,5,5,132,132,1,39,55,38,260,0,86,5,15,0,2,32,0,0
1761,1160,67,67,182,911,8,16,18,84,15,52,209,715,42,4,5,153,153,1,32,93,28,292,0,159,5,12,0,1,18,0,0
1762,526,29,29,65,432,3,7,10,65,6,23,169,532,41,5,3,104,104,1,28,39,37,1080,0,277,5,14,0,1,11,0,0
1763,836,56,56,175,605,14,10,19,49,6,31,110,388,388,4,7,114,114,2,37,56,21,318,22,93,6,12,0,4,29,3,0
1764,1360,73,73,211,1076,10,16,22,86,24,71,206,777,55,4,6,163,163,1,37,93,33,936,0,215,4,7,0,1,25,0,0
1765,1068,59,59,165,844,7,14,16,46,17,45,168,690,53,4,5,114,114,1,25,54,35,621,0,109,4,7,0,1,19,0,0
1766,506,24,24,76,406,3,6,11,51,2,28,116,526,40,4,3,82,82,1,22,42,18,1157,0,272,4,9,0,1,12,0,0
1767,866,62,62,146,658,13,13,10,66,13,33,126,451,451,5,7,135,135,2,55,62,18,1156,21,104,6,21,0,2,30,3,0
1768,1168,46,46,174,948,7,13,25,79,5,45,182,706,44,5,4,153,153,1,33,92,28,1272,0,233,5,10,0,2,19,0,0
1769,704,52,52,107,545,4,8,8,74,12,42,134,596,46,5,3,125,125,1,30,55,40,1031,0,285,5,9,0,1,16,0,0
1770,916,63,63,157,696,13,11,29,62,16,29,117,529,88,4,7,62,62,1,16,26,20,360,0,100,5,11,0,2,22,0,0
1771,1110,41,41,142,927,8,9,18,90,11,53,161,662,47,4,5,109,109,1,26,54,29,1375,0,275,4,7,0,2,15,0,0
1772,565,40,40,86,439,3,7,12,73,13,30,130,564,43,5,3,97,97,1,25,31,41,1036,0,294,4,8,0,1,16,0,0
1773,703,28,28,117,558,6,10,13,43,7,29,105,520,87,3,5,38,38,0,16,13,9,1149,0,263,6,11,0,2,12,0,0
1774,1018,50,50,153,815,8,16,20,79,8,44,165,648,38,4,5,107,107,1,30,46,31,561,0,137,5,11,0,1,17,0,0
1775,701,19,38,100,563,3,6,19,69,9,31,179,808,50,6,4,105,53,0,30,51,24,1139,0,309,4,8,0,1,13,0,0
1776,1192,101,101,187,904,8,21,31,87,20,38,205,795,66,4,5,170,170,1,42,104,24,511,0,130,5,19,0,2,39,0,0
1777,1074,68,68,155,851,7,14,19,79,13,44,196,711,59,6,5,91,91,1,20,48,23,1097,0,204,4,9,0,1,18,0,0
1778,775,26,51,120,604,3,11,19,91,14,48,149,856,50,7,4,132,66,1,29,79,24,2275,0,272,4,8,0,1,22,0,0
