Player,Player_ID,Opponent,Date,Start?,min,FGM,FGA,pct,3FG,3FGA,pct,FTM,FTA,pct,combo_shots_made,combo_shots_attempt,combo_shots_percent,off,def,tot,avg,pf,AST,T/O,BLK,STl,PTS,avg
Aaron Falzon,6f8b7570-63e2-499a-85ac-e3cf1bd56022,Brown,12/30/2017,NULL,9.00,2.00,2.00,1.00,1.00,1.00,1.00,2.00,3.00,0.67,5.00,6.00,0.83,0.00,1.00,1.00,2.00,1.00,0.00,0.00,1.00,0.00,7.00,7.00
Aaron Falzon,6f8b7570-63e2-499a-85ac-e3cf1bd56022,Nebraska,1/2/2018,NULL,17.00,4.00,8.00,0.50,3.00,5.00,0.60,0.00,0.00,0.00,7.00,13.00,0.54,1.00,1.00,2.00,2.00,5.00,0.00,0.00,0.00,0.00,11.00,7.00
Aaron Falzon,6f8b7570-63e2-499a-85ac-e3cf1bd56022,Penn State,1/5/2018,NULL,2.00,0.00,1.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,2.00,0.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,6.00
Aaron Falzon,6f8b7570-63e2-499a-85ac-e3cf1bd56022,Minnesota,1/10/2018,Yes,24.00,4.00,6.00,0.67,3.00,5.00,0.60,4.00,5.00,0.80,11.00,16.00,0.69,0.00,5.00,5.00,2.00,2.00,0.00,0.00,0.00,0.00,15.00,7.00
Aaron Falzon,6f8b7570-63e2-499a-85ac-e3cf1bd56022,Indiana,1/14/2018,Yes,19.00,2.00,8.00,0.25,2.00,6.00,0.33,2.00,2.00,1.00,6.00,16.00,0.38,0.00,5.00,5.00,2.00,1.00,0.00,2.00,0.00,1.00,8.00,7.00
Aaron Falzon,6f8b7570-63e2-499a-85ac-e3cf1bd56022,Penn State,1/20/2018,NULL,3.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,NULL,0.00,0.00,0.00,2.00,0.00,0.00,0.00,0.00,0.00,0.00,7.00
Aaron Falzon,6f8b7570-63e2-499a-85ac-e3cf1bd56022,Minnesota,1/23/2018,NULL,21.00,0.00,0.00,0.00,0.00,0.00,0.00,8.00,9.00,0.89,8.00,9.00,0.89,0.00,2.00,2.00,2.00,0.00,2.00,0.00,1.00,2.00,8.00,7.00
Aaron Falzon,6f8b7570-63e2-499a-85ac-e3cf1bd56022,Michigan,1/29/2018,NULL,14.00,2.00,6.00,0.33,2.00,3.00,0.67,0.00,0.00,0.00,4.00,9.00,0.44,0.00,2.00,2.00,2.00,0.00,0.00,0.00,0.00,0.00,6.00,7.00
Aaron Falzon,6f8b7570-63e2-499a-85ac-e3cf1bd56022,Wisconsin,2/1/2018,NULL,18.00,0.00,2.00,0.00,0.00,1.00,0.00,2.00,3.00,0.67,2.00,6.00,0.33,2.00,0.00,2.00,2.00,2.00,0.00,0.00,0.00,0.00,2.00,6.00
Aaron Falzon,6f8b7570-63e2-499a-85ac-e3cf1bd56022,Michigan,2/6/2018,NULL,10.00,0.00,1.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,2.00,0.00,0.00,1.00,1.00,2.00,0.00,1.00,0.00,0.00,0.00,0.00,6.00
Aaron Falzon,6f8b7570-63e2-499a-85ac-e3cf1bd56022,Maryland,2/10/2018,NULL,17.00,2.00,4.00,0.50,2.00,3.00,0.67,2.00,2.00,1.00,6.00,9.00,0.67,0.00,0.00,0.00,2.00,1.00,0.00,0.00,0.00,0.00,8.00,6.00
Aaron Falzon,6f8b7570-63e2-499a-85ac-e3cf1bd56022,Rutgers,2/13/2018,NULL,22.00,3.00,8.00,0.38,2.00,5.00,0.40,0.00,0.00,0.00,5.00,13.00,0.38,2.00,0.00,2.00,2.00,4.00,1.00,1.00,1.00,0.00,8.00,6.00
Aaron Falzon,6f8b7570-63e2-499a-85ac-e3cf1bd56022,Michigan State,2/17/2018,NULL,20.00,0.00,5.00,0.00,0.00,3.00,0.00,0.00,0.00,0.00,0.00,8.00,0.00,0.00,3.00,3.00,2.00,0.00,0.00,0.00,0.00,0.00,0.00,6.00
Aaron Falzon,6f8b7570-63e2-499a-85ac-e3cf1bd56022,Maryland,2/19/2018,Yes,15.00,1.00,4.00,0.25,1.00,4.00,0.25,0.00,0.00,0.00,2.00,8.00,0.25,0.00,1.00,1.00,2.00,0.00,0.00,0.00,0.00,1.00,3.00,6.00
Aaron Falzon,6f8b7570-63e2-499a-85ac-e3cf1bd56022,Wisconsin,2/22/2018,NULL,20.00,0.00,4.00,0.00,0.00,3.00,0.00,0.00,0.00,0.00,0.00,7.00,0.00,0.00,1.00,1.00,2.00,2.00,0.00,0.00,0.00,1.00,0.00,6.00
Aaron Falzon,6f8b7570-63e2-499a-85ac-e3cf1bd56022,Iowa,2/25/2018,NULL,13.00,2.00,6.00,0.33,2.00,4.00,0.50,0.00,0.00,0.00,4.00,10.00,0.40,0.00,1.00,1.00,2.00,2.00,1.00,0.00,0.00,1.00,6.00,6.00
Aaron Falzon,6f8b7570-63e2-499a-85ac-e3cf1bd56022,Penn State,3/1/2018,NULL,17.00,1.00,3.00,0.33,0.00,2.00,0.00,0.00,0.00,0.00,1.00,5.00,0.20,0.00,3.00,3.00,2.00,1.00,0.00,0.00,1.00,0.00,2.00,6.00
Aaron Falzon,6f8b7570-63e2-499a-85ac-e3cf1bd56022,Total,NULL,NULL,447.00,45.00,129.00,0.35,36.00,96.00,0.38,29.00,34.00,0.85,110.00,259.00,0.42,8.00,40.00,48.00,2.00,37.00,15.00,15.00,6.00,9.00,155.00,6.00
Gavin Skelly,81b2a6fa-ae7f-42ce-b083-351787aab7b5,Loyola (Md.),11/10/2017,Yes,19.00,1.00,1.00,1.00,0.00,0.00,0.00,1.00,2.00,0.50,2.00,3.00,0.67,0.00,2.00,2.00,2.00,4.00,1.00,2.00,2.00,1.00,3.00,3.00
Gavin Skelly,81b2a6fa-ae7f-42ce-b083-351787aab7b5,Saint Peter's,11/13/2017,Yes,31.00,4.00,7.00,0.57,1.00,3.00,0.33,5.00,5.00,1.00,10.00,15.00,0.67,3.00,3.00,6.00,4.00,4.00,1.00,2.00,1.00,0.00,14.00,9.00
Gavin Skelly,81b2a6fa-ae7f-42ce-b083-351787aab7b5,Creighton,11/15/2017,Yes,36.00,4.00,7.00,0.57,3.00,4.00,0.75,3.00,4.00,0.75,10.00,15.00,0.67,0.00,6.00,6.00,5.00,1.00,1.00,0.00,2.00,0.00,14.00,10.00
Gavin Skelly,81b2a6fa-ae7f-42ce-b083-351787aab7b5,La Salle,11/18/2017,Yes,22.00,2.00,2.00,1.00,0.00,0.00,0.00,2.00,2.00,1.00,4.00,4.00,1.00,1.00,1.00,2.00,4.00,3.00,3.00,2.00,0.00,0.00,6.00,9.00
Gavin Skelly,81b2a6fa-ae7f-42ce-b083-351787aab7b5,Texas Tech,11/19/2017,Yes,16.00,0.00,1.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,2.00,0.00,0.00,2.00,2.00,4.00,1.00,1.00,0.00,0.00,2.00,0.00,7.00
Gavin Skelly,81b2a6fa-ae7f-42ce-b083-351787aab7b5,Sacred Heart,11/24/2017,Yes,23.00,4.00,6.00,0.67,2.00,3.00,0.67,0.00,1.00,0.00,6.00,10.00,0.60,1.00,4.00,5.00,4.00,2.00,1.00,3.00,1.00,1.00,10.00,8.00
Gavin Skelly,81b2a6fa-ae7f-42ce-b083-351787aab7b5,Georgia Tech,11/28/2017,Yes,23.00,2.00,4.00,0.50,1.00,1.00,1.00,1.00,1.00,1.00,4.00,6.00,0.67,0.00,1.00,1.00,3.00,2.00,0.00,1.00,0.00,1.00,6.00,8.00
Gavin Skelly,81b2a6fa-ae7f-42ce-b083-351787aab7b5,Illinois,12/1/2017,NULL,15.00,1.00,2.00,0.50,0.00,0.00,0.00,0.00,0.00,0.00,1.00,2.00,0.50,1.00,2.00,3.00,3.00,5.00,1.00,1.00,0.00,1.00,2.00,7.00
Gavin Skelly,81b2a6fa-ae7f-42ce-b083-351787aab7b5,Purdue,12/3/2017,NULL,26.00,2.00,7.00,0.29,0.00,2.00,0.00,0.00,0.00,0.00,2.00,9.00,0.22,1.00,1.00,2.00,3.00,0.00,0.00,1.00,1.00,2.00,4.00,7.00
Gavin Skelly,81b2a6fa-ae7f-42ce-b083-351787aab7b5,Chicago State,12/11/2017,NULL,17.00,1.00,5.00,0.20,1.00,3.00,0.33,2.00,2.00,1.00,4.00,10.00,0.40,0.00,7.00,7.00,4.00,4.00,1.00,4.00,0.00,0.00,5.00,6.00
Gavin Skelly,81b2a6fa-ae7f-42ce-b083-351787aab7b5,Valparaiso,12/14/2017,NULL,24.00,4.00,11.00,0.36,2.00,4.00,0.50,2.00,4.00,0.50,8.00,19.00,0.42,5.00,5.00,10.00,4.00,0.00,1.00,2.00,1.00,2.00,12.00,7.00
Gavin Skelly,81b2a6fa-ae7f-42ce-b083-351787aab7b5,DePaul,12/16/2017,NULL,15.00,1.00,1.00,1.00,0.00,0.00,0.00,0.00,1.00,0.00,1.00,2.00,0.50,0.00,2.00,2.00,4.00,5.00,2.00,4.00,1.00,3.00,2.00,7.00
Gavin Skelly,81b2a6fa-ae7f-42ce-b083-351787aab7b5,Lewis,12/19/2017,NULL,22.00,5.00,5.00,1.00,2.00,2.00,1.00,3.00,4.00,0.75,10.00,11.00,0.91,0.00,4.00,4.00,4.00,3.00,1.00,2.00,1.00,1.00,15.00,7.00
Gavin Skelly,81b2a6fa-ae7f-42ce-b083-351787aab7b5,Oklahoma,12/22/2017,NULL,19.00,2.00,4.00,0.50,0.00,1.00,0.00,2.00,2.00,1.00,4.00,7.00,0.57,3.00,3.00,6.00,4.00,0.00,1.00,0.00,0.00,0.00,6.00,7.00
Gavin Skelly,81b2a6fa-ae7f-42ce-b083-351787aab7b5,Brown,12/30/2017,Yes,28.00,2.00,2.00,1.00,1.00,1.00,1.00,1.00,2.00,0.50,4.00,5.00,0.80,1.00,3.00,4.00,4.00,3.00,1.00,1.00,3.00,1.00,6.00,7.00
Gavin Skelly,81b2a6fa-ae7f-42ce-b083-351787aab7b5,Nebraska,1/2/2018,Yes,18.00,1.00,6.00,0.17,1.00,2.00,0.50,0.00,0.00,0.00,2.00,8.00,0.25,3.00,2.00,5.00,4.00,3.00,1.00,0.00,0.00,0.00,3.00,7.00
Gavin Skelly,81b2a6fa-ae7f-42ce-b083-351787aab7b5,Penn State,1/5/2018,Yes,19.00,2.00,6.00,0.33,1.00,3.00,0.33,2.00,2.00,1.00,5.00,11.00,0.45,2.00,2.00,4.00,4.00,3.00,0.00,2.00,0.00,1.00,7.00,7.00
Gavin Skelly,81b2a6fa-ae7f-42ce-b083-351787aab7b5,Minnesota,1/10/2018,NULL,18.00,3.00,4.00,0.75,2.00,2.00,1.00,0.00,0.00,0.00,5.00,6.00,0.83,1.00,4.00,5.00,4.00,4.00,2.00,3.00,0.00,0.00,8.00,7.00
Gavin Skelly,81b2a6fa-ae7f-42ce-b083-351787aab7b5,Indiana,1/14/2018,NULL,19.00,1.00,5.00,0.20,1.00,3.00,0.33,0.00,0.00,0.00,2.00,8.00,0.25,2.00,3.00,5.00,4.00,2.00,0.00,2.00,1.00,0.00,3.00,7.00
Gavin Skelly,81b2a6fa-ae7f-42ce-b083-351787aab7b5,Ohio State,1/17/2018,Yes,28.00,5.00,8.00,0.63,1.00,3.00,0.33,0.00,2.00,0.00,6.00,13.00,0.46,0.00,2.00,2.00,4.00,4.00,3.00,2.00,1.00,1.00,11.00,7.00
Gavin Skelly,81b2a6fa-ae7f-42ce-b083-351787aab7b5,Penn State,1/20/2018,Yes,27.00,1.00,4.00,0.25,0.00,1.00,0.00,2.00,2.00,1.00,3.00,7.00,0.43,2.00,1.00,3.00,4.00,1.00,3.00,0.00,0.00,1.00,4.00,7.00
Gavin Skelly,81b2a6fa-ae7f-42ce-b083-351787aab7b5,Minnesota,1/23/2018,Yes,15.00,1.00,2.00,0.50,0.00,0.00,0.00,1.00,1.00,1.00,2.00,3.00,0.67,3.00,2.00,5.00,4.00,3.00,1.00,1.00,0.00,0.00,3.00,7.00
Gavin Skelly,81b2a6fa-ae7f-42ce-b083-351787aab7b5,Michigan,1/29/2018,Yes,24.00,2.00,4.00,0.50,0.00,0.00,0.00,1.00,1.00,1.00,3.00,5.00,0.60,1.00,5.00,6.00,4.00,2.00,0.00,1.00,0.00,1.00,5.00,7.00
Gavin Skelly,81b2a6fa-ae7f-42ce-b083-351787aab7b5,Wisconsin,2/1/2018,Yes,22.00,3.00,4.00,0.75,1.00,2.00,0.50,1.00,2.00,0.50,5.00,8.00,0.63,0.00,5.00,5.00,4.00,4.00,1.00,1.00,0.00,2.00,8.00,7.00
Gavin Skelly,81b2a6fa-ae7f-42ce-b083-351787aab7b5,Michigan,2/6/2018,Yes,31.00,1.00,6.00,0.17,0.00,3.00,0.00,0.00,0.00,0.00,1.00,9.00,0.11,0.00,9.00,9.00,4.00,2.00,1.00,2.00,0.00,1.00,2.00,6.00
Gavin Skelly,81b2a6fa-ae7f-42ce-b083-351787aab7b5,Maryland,2/10/2018,Yes,23.00,2.00,7.00,0.29,1.00,3.00,0.33,0.00,0.00,0.00,3.00,10.00,0.30,0.00,2.00,2.00,4.00,4.00,0.00,0.00,0.00,1.00,5.00,6.00
Gavin Skelly,81b2a6fa-ae7f-42ce-b083-351787aab7b5,Rutgers,2/13/2018,Yes,25.00,2.00,9.00,0.22,0.00,4.00,0.00,0.00,0.00,0.00,2.00,13.00,0.15,2.00,1.00,3.00,4.00,3.00,1.00,0.00,0.00,0.00,4.00,6.00
Gavin Skelly,81b2a6fa-ae7f-42ce-b083-351787aab7b5,Michigan State,2/17/2018,Yes,23.00,3.00,8.00,0.38,2.00,4.00,0.50,3.00,3.00,1.00,8.00,15.00,0.53,0.00,2.00,2.00,4.00,5.00,0.00,0.00,1.00,0.00,11.00,6.00
Gavin Skelly,81b2a6fa-ae7f-42ce-b083-351787aab7b5,Maryland,2/19/2018,NULL,25.00,1.00,9.00,0.11,1.00,3.00,0.33,3.00,4.00,0.75,5.00,16.00,0.31,1.00,3.00,4.00,4.00,2.00,1.00,3.00,1.00,0.00,6.00,6.00
Gavin Skelly,81b2a6fa-ae7f-42ce-b083-351787aab7b5,Wisconsin,2/22/2018,Yes,24.00,2.00,2.00,1.00,0.00,0.00,0.00,0.00,1.00,0.00,2.00,3.00,0.67,1.00,2.00,3.00,4.00,4.00,1.00,3.00,0.00,0.00,4.00,6.00
Gavin Skelly,81b2a6fa-ae7f-42ce-b083-351787aab7b5,Iowa,2/25/2018,Yes,8.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.00,0.00,0.00,2.00,0.00,0.00,0.00,0.00,4.00,2.00,0.00,0.00,0.00,0.00,0.00,6.00
Gavin Skelly,81b2a6fa-ae7f-42ce-b083-351787aab7b5,Penn State,3/1/2018,NULL,13.00,1.00,1.00,1.00,0.00,0.00,0.00,5.00,6.00,0.83,6.00,7.00,0.86,1.00,2.00,3.00,4.00,1.00,1.00,0.00,0.00,1.00,7.00,6.00
Gavin Skelly,81b2a6fa-ae7f-42ce-b083-351787aab7b5,Total,NULL,NULL,698.00,66.00,150.00,0.44,24.00,58.00,0.41,40.00,56.00,0.71,130.00,264.00,0.49,35.00,93.00,128.00,4.00,86.00,32.00,45.00,17.00,24.00,196.00,6.00
Vic Law,bc83f44d-fdf4-42a7-a23b-565de107bb9c,Miss Valley St,11/11/2016,NULL,26.00,7.00,10.00,0.70,3.00,4.00,0.75,1.00,7.00,0.14,11.00,21.00,0.52,NULL,NULL,6.00,6.00,2.00,4.00,5.00,0.00,2.00,18.00,18.00
Vic Law,bc83f44d-fdf4-42a7-a23b-565de107bb9c,E Washington,11/14/2016,NULL,37.00,7.00,13.00,0.54,3.00,4.00,0.75,9.00,10.00,0.90,19.00,27.00,0.70,NULL,NULL,4.00,5.00,0.00,0.00,0.00,0.00,0.00,26.00,22.00
Vic Law,bc83f44d-fdf4-42a7-a23b-565de107bb9c,Butler,11/16/2016,NULL,32.00,6.00,8.00,0.75,5.00,6.00,0.83,0.00,0.00,0.00,11.00,14.00,0.79,NULL,NULL,6.00,5.33,4.00,0.00,3.00,0.00,1.00,17.00,20.33
Vic Law,bc83f44d-fdf4-42a7-a23b-565de107bb9c,Texas,11/21/2016,NULL,19.00,2.00,4.00,0.50,1.00,2.00,0.50,4.00,4.00,1.00,7.00,10.00,0.70,NULL,NULL,3.00,4.75,5.00,0.00,2.00,0.00,2.00,9.00,17.50
Vic Law,bc83f44d-fdf4-42a7-a23b-565de107bb9c,Notre Dame,11/22/2016,NULL,33.00,6.00,12.00,0.50,2.00,4.00,0.50,0.00,0.00,0.00,8.00,16.00,0.50,NULL,NULL,7.00,5.20,2.00,2.00,2.00,0.00,0.00,14.00,16.80
Vic Law,bc83f44d-fdf4-42a7-a23b-565de107bb9c,Bryant,11/25/2016,NULL,35.00,9.00,16.00,0.56,3.00,7.00,0.43,1.00,2.00,0.50,13.00,25.00,0.52,NULL,NULL,5.00,5.17,0.00,3.00,1.00,4.00,1.00,22.00,17.67
Vic Law,bc83f44d-fdf4-42a7-a23b-565de107bb9c,Wake Forest,11/28/2016,NULL,33.00,3.00,11.00,0.27,1.00,6.00,0.17,0.00,2.00,0.00,4.00,19.00,0.21,NULL,NULL,2.00,4.71,3.00,2.00,0.00,0.00,2.00,7.00,16.14
Vic Law,bc83f44d-fdf4-42a7-a23b-565de107bb9c,Depaul,12/3/2016,NULL,32.00,6.00,12.00,0.50,2.00,4.00,0.50,2.00,2.00,1.00,10.00,18.00,0.56,NULL,NULL,6.00,4.88,2.00,5.00,1.00,1.00,2.00,16.00,16.13
Vic Law,bc83f44d-fdf4-42a7-a23b-565de107bb9c,New Orleans,12/11/2016,NULL,24.00,1.00,10.00,0.10,1.00,5.00,0.20,8.00,8.00,1.00,10.00,23.00,0.43,NULL,NULL,3.00,4.67,3.00,2.00,1.00,0.00,1.00,11.00,15.56
Vic Law,bc83f44d-fdf4-42a7-a23b-565de107bb9c,Chicago State,12/14/2016,NULL,36.00,7.00,14.00,0.50,3.00,6.00,0.50,1.00,1.00,1.00,11.00,21.00,0.52,NULL,NULL,4.00,4.60,2.00,4.00,3.00,0.00,1.00,18.00,15.80
Vic Law,bc83f44d-fdf4-42a7-a23b-565de107bb9c,Dayton,12/17/2016,NULL,34.00,2.00,8.00,0.25,0.00,3.00,0.00,2.00,6.00,0.33,4.00,17.00,0.24,NULL,NULL,9.00,5.00,2.00,1.00,1.00,0.00,0.00,6.00,14.91
Vic Law,bc83f44d-fdf4-42a7-a23b-565de107bb9c,IUPUI,12/20/2016,NULL,17.00,1.00,5.00,0.20,1.00,2.00,0.50,0.00,0.00,0.00,2.00,7.00,0.29,NULL,NULL,4.00,4.92,3.00,1.00,1.00,0.00,0.00,3.00,13.92
Vic Law,bc83f44d-fdf4-42a7-a23b-565de107bb9c,Houston Baptist,12/22/2016,NULL,32.00,4.00,12.00,0.33,1.00,5.00,0.20,2.00,5.00,0.40,7.00,22.00,0.32,NULL,NULL,8.00,5.15,3.00,2.00,1.00,1.00,1.00,11.00,13.69
Vic Law,bc83f44d-fdf4-42a7-a23b-565de107bb9c,Penn State,12/27/2016,NULL,30.00,4.00,9.00,0.44,1.00,4.00,0.25,3.00,4.00,0.75,8.00,17.00,0.47,NULL,NULL,12.00,5.64,5.00,5.00,3.00,0.00,0.00,12.00,13.57
Vic Law,bc83f44d-fdf4-42a7-a23b-565de107bb9c,Michigan State,12/30/2016,NULL,36.00,6.00,11.00,0.55,1.00,1.00,1.00,3.00,6.00,0.50,10.00,18.00,0.56,NULL,NULL,9.00,5.87,2.00,3.00,2.00,0.00,1.00,16.00,13.73
Vic Law,bc83f44d-fdf4-42a7-a23b-565de107bb9c,Minnesota,1/5/2017,NULL,36.00,4.00,12.00,0.33,2.00,5.00,0.40,4.00,4.00,1.00,10.00,21.00,0.48,NULL,NULL,8.00,6.00,2.00,1.00,0.00,3.00,0.00,14.00,13.75
Vic Law,bc83f44d-fdf4-42a7-a23b-565de107bb9c,Nebraska,1/8/2017,NULL,31.00,5.00,9.00,0.56,5.00,6.00,0.83,0.00,0.00,0.00,10.00,15.00,0.67,NULL,NULL,5.00,5.94,0.00,2.00,4.00,0.00,0.00,15.00,13.82
Vic Law,bc83f44d-fdf4-42a7-a23b-565de107bb9c,Rutgers,1/12/2017,NULL,36.00,7.00,14.00,0.50,0.00,4.00,0.00,9.00,9.00,1.00,16.00,27.00,0.59,NULL,NULL,8.00,6.06,4.00,0.00,0.00,2.00,1.00,23.00,14.33
Vic Law,bc83f44d-fdf4-42a7-a23b-565de107bb9c,Iowa,1/15/2017,NULL,26.00,5.00,9.00,0.56,2.00,4.00,0.50,0.00,0.00,0.00,7.00,13.00,0.54,NULL,NULL,2.00,5.84,2.00,3.00,3.00,0.00,1.00,12.00,14.21
Vic Law,bc83f44d-fdf4-42a7-a23b-565de107bb9c,Ohio State,1/22/2017,NULL,31.00,4.00,13.00,0.31,0.00,3.00,0.00,2.00,2.00,1.00,6.00,18.00,0.33,NULL,NULL,5.00,5.80,4.00,1.00,2.00,0.00,1.00,10.00,14.00
Vic Law,bc83f44d-fdf4-42a7-a23b-565de107bb9c,Nebraska,1/26/2017,NULL,37.00,6.00,13.00,0.46,2.00,3.00,0.67,6.00,6.00,1.00,14.00,22.00,0.64,NULL,NULL,5.00,5.76,2.00,2.00,2.00,1.00,0.00,20.00,14.29
Vic Law,bc83f44d-fdf4-42a7-a23b-565de107bb9c,Indiana,1/29/2017,NULL,39.00,2.00,12.00,0.17,1.00,5.00,0.20,4.00,6.00,0.67,7.00,23.00,0.30,NULL,NULL,12.00,6.05,3.00,1.00,1.00,0.00,1.00,9.00,14.05
Vic Law,bc83f44d-fdf4-42a7-a23b-565de107bb9c,Purdue,2/1/2017,NULL,35.00,0.00,7.00,0.00,0.00,1.00,0.00,1.00,3.00,0.33,1.00,11.00,0.09,NULL,NULL,4.00,5.96,4.00,1.00,1.00,0.00,3.00,1.00,13.48
Vic Law,bc83f44d-fdf4-42a7-a23b-565de107bb9c,Illinois,2/7/2017,NULL,38.00,5.00,14.00,0.36,4.00,9.00,0.44,2.00,2.00,1.00,11.00,25.00,0.44,NULL,NULL,9.00,6.08,3.00,0.00,1.00,0.00,2.00,16.00,13.58
Vic Law,bc83f44d-fdf4-42a7-a23b-565de107bb9c,Wisconsin,2/12/2017,NULL,40.00,3.00,12.00,0.25,3.00,6.00,0.50,2.00,2.00,1.00,8.00,20.00,0.40,NULL,NULL,6.00,6.08,5.00,1.00,1.00,1.00,2.00,11.00,13.48
Vic Law,bc83f44d-fdf4-42a7-a23b-565de107bb9c,Maryland,2/15/2017,NULL,36.00,4.00,12.00,0.33,1.00,6.00,0.17,3.00,4.00,0.75,8.00,22.00,0.36,NULL,NULL,8.00,6.15,3.00,1.00,1.00,3.00,1.00,12.00,13.42
Vic Law,bc83f44d-fdf4-42a7-a23b-565de107bb9c,Rutgers,2/18/2017,NULL,34.00,2.00,7.00,0.29,1.00,4.00,0.25,3.00,4.00,0.75,6.00,15.00,0.40,NULL,NULL,5.00,6.11,2.00,0.00,2.00,0.00,2.00,8.00,13.22
Vic Law,bc83f44d-fdf4-42a7-a23b-565de107bb9c,Illinois,2/21/2017,NULL,22.00,0.00,4.00,0.00,0.00,2.00,0.00,3.00,4.00,0.75,3.00,10.00,0.30,NULL,NULL,3.00,6.00,5.00,0.00,1.00,0.00,1.00,3.00,12.86
Vic Law,bc83f44d-fdf4-42a7-a23b-565de107bb9c,Indiana,2/25/2017,NULL,38.00,1.00,7.00,0.14,0.00,3.00,0.00,2.00,2.00,1.00,3.00,12.00,0.25,NULL,NULL,5.00,5.97,0.00,1.00,2.00,0.00,2.00,4.00,12.55
Vic Law,bc83f44d-fdf4-42a7-a23b-565de107bb9c,Michigan,3/1/2017,NULL,36.00,7.00,10.00,0.70,2.00,4.00,0.50,2.00,2.00,1.00,11.00,16.00,0.69,NULL,NULL,5.00,5.93,1.00,3.00,3.00,0.00,1.00,18.00,12.73
Vic Law,bc83f44d-fdf4-42a7-a23b-565de107bb9c,Purdue,3/5/2017,NULL,35.00,2.00,13.00,0.15,0.00,5.00,0.00,0.00,0.00,0.00,2.00,18.00,0.11,NULL,NULL,6.00,5.94,2.00,2.00,0.00,0.00,1.00,4.00,12.45
Vic Law,bc83f44d-fdf4-42a7-a23b-565de107bb9c,Rutgers,3/9/2017,NULL,26.00,5.00,6.00,0.83,2.00,3.00,0.67,4.00,4.00,1.00,11.00,13.00,0.85,NULL,NULL,5.00,5.91,4.00,4.00,0.00,1.00,1.00,16.00,12.56
Vic Law,bc83f44d-fdf4-42a7-a23b-565de107bb9c,Maryland,3/10/2017,NULL,25.00,5.00,7.00,0.71,2.00,2.00,1.00,5.00,8.00,0.63,12.00,17.00,0.71,NULL,NULL,5.00,5.88,4.00,1.00,2.00,0.00,2.00,17.00,12.70
Vic Law,bc83f44d-fdf4-42a7-a23b-565de107bb9c,Wisconsin,3/11/2017,NULL,27.00,2.00,8.00,0.25,0.00,1.00,0.00,0.00,0.00,0.00,2.00,9.00,0.22,NULL,NULL,1.00,5.74,2.00,1.00,0.00,0.00,1.00,4.00,12.44
Vic Law,bc83f44d-fdf4-42a7-a23b-565de107bb9c,Total,NULL,NULL,1084.00,140.00,344.00,0.41,55.00,139.00,0.40,88.00,119.00,0.74,283.00,602.00,0.47,NULL,NULL,195.00,5.74,90.00,59.00,52.00,17.00,37.00,423.00,12.44
Dererk Pardon,2af37014-378f-4f0b-a1f4-111cd6c2d419,Miss Valley St,11/11/2016,NULL,21.00,2.00,6.00,0.33,0.00,0.00,0.00,0.00,1.00,0.00,2.00,7.00,0.29,NULL,NULL,7.00,7.00,2.00,0.00,0.00,0.00,0.00,4.00,4.00
Dererk Pardon,2af37014-378f-4f0b-a1f4-111cd6c2d419,E Washington,11/14/2016,NULL,31.00,4.00,5.00,0.80,0.00,0.00,0.00,4.00,5.00,0.80,8.00,10.00,0.80,NULL,NULL,5.00,6.00,3.00,0.00,1.00,5.00,1.00,12.00,8.00
Dererk Pardon,2af37014-378f-4f0b-a1f4-111cd6c2d419,Butler,11/16/2016,NULL,26.00,2.00,3.00,0.67,0.00,0.00,0.00,4.00,4.00,1.00,6.00,7.00,0.86,NULL,NULL,4.00,5.33,5.00,1.00,1.00,1.00,0.00,8.00,8.00
Dererk Pardon,2af37014-378f-4f0b-a1f4-111cd6c2d419,Texas,11/21/2016,NULL,36.00,4.00,7.00,0.57,0.00,0.00,0.00,2.00,5.00,0.40,6.00,12.00,0.50,NULL,NULL,11.00,6.75,3.00,1.00,0.00,2.00,0.00,10.00,8.50
Dererk Pardon,2af37014-378f-4f0b-a1f4-111cd6c2d419,Notre Dame,11/22/2016,NULL,35.00,3.00,4.00,0.75,0.00,0.00,0.00,0.00,0.00,0.00,3.00,4.00,0.75,NULL,NULL,6.00,6.60,2.00,3.00,0.00,6.00,2.00,6.00,8.00
Dererk Pardon,2af37014-378f-4f0b-a1f4-111cd6c2d419,Bryant,11/25/2016,NULL,27.00,3.00,6.00,0.50,0.00,0.00,0.00,0.00,0.00,0.00,3.00,6.00,0.50,NULL,NULL,10.00,7.17,1.00,1.00,0.00,2.00,0.00,6.00,7.67
Dererk Pardon,2af37014-378f-4f0b-a1f4-111cd6c2d419,Wake Forest,11/28/2016,NULL,16.00,1.00,2.00,0.50,0.00,0.00,0.00,0.00,0.00,0.00,1.00,2.00,0.50,NULL,NULL,6.00,7.00,4.00,1.00,1.00,2.00,0.00,2.00,6.86
