Player_ID,Opponent,Date,Start?,min,FGM,FGA,pct,3FG,3FGA,pct,FTM,FTA,pct,combo_shots_made,combo_shots_attempt,combo_shots_percent,off,def,tot,avg,pf,AST,T/O,BLK,STl,PTS,avg
f7964398-11c7-4287-9578-2698d6240e00,Penn State,3/1/18,Yes,28,2,7,0.29,2,4,0.5,0,0,0,4,11,0.36,0,1,1,3,2,1,2,0,0,6,4
f7964398-11c7-4287-9578-2698d6240e00,Total,NULL,NULL,596,42,112,0.38,8,1,0.24,37,47,0.79,87,160,0.54,24,57,81,3,52,37,29,4,17,129,4
0c25034b-847c-44f5-b0cd-6a419ddd47ce,Loyola (Md.),11/10/17,NULL,14,1,2,0.5,0,0,0,2,2,1,3,4,0.75,0,1,1,1,1,1,1,0,0,4,4
0c25034b-847c-44f5-b0cd-6a419ddd47ce,Saint Peter's,11/13/17,NULL,4,0,1,0,0,1,0,0,0,0,0,2,0,0,1,1,1,1,0,1,0,0,0,2
0c25034b-847c-44f5-b0cd-6a419ddd47ce,Creighton,11/15/17,NULL,5,0,1,0,0,1,0,0,0,0,0,2,0,0,0,0,1,2,0,0,0,0,0,1
0c25034b-847c-44f5-b0cd-6a419ddd47ce,La Salle,11/18/17,NULL,3,0,2,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,2,0,0,0,1
0c25034b-847c-44f5-b0cd-6a419ddd47ce,Texas Tech,11/19/17,NULL,5,1,2,0.5,1,2,0.5,0,0,0,2,4,0.5,0,0,0,0,0,0,1,0,0,3,1
0c25034b-847c-44f5-b0cd-6a419ddd47ce,Sacred Heart,11/24/17,NULL,7,0,1,0,0,1,0,4,4,1,4,6,0.67,0,0,0,0,0,1,1,0,2,4,2
0c25034b-847c-44f5-b0cd-6a419ddd47ce,Georgia Tech,11/28/17,NULL,3,0,1,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2
0c25034b-847c-44f5-b0cd-6a419ddd47ce,Illinois,12/1/17,NULL,7,1,2,0.5,0,0,0,3,4,0.75,4,6,0.67,0,2,2,1,1,0,0,0,1,5,2
0c25034b-847c-44f5-b0cd-6a419ddd47ce,Purdue,12/3/17,NULL,17,4,8,0.5,1,2,0.5,0,0,0,5,10,0.5,0,1,1,1,3,2,0,0,0,9,3
0c25034b-847c-44f5-b0cd-6a419ddd47ce,Chicago State,12/11/17,NULL,17,1,4,0.25,0,1,0,5,6,0.83,6,11,0.55,0,1,1,1,5,3,2,0,0,7,3
0c25034b-847c-44f5-b0cd-6a419ddd47ce,Valparaiso,12/14/17,NULL,11,1,1,1,0,0,0,2,2,1,3,3,1,0,0,0,1,2,0,0,0,0,4,3
0c25034b-847c-44f5-b0cd-6a419ddd47ce,DePaul,12/16/17,NULL,11,3,4,0.75,1,1,1,0,0,0,4,5,0.8,1,1,2,1,0,1,0,0,0,7,4
0c25034b-847c-44f5-b0cd-6a419ddd47ce,Lewis,12/19/17,NULL,24,2,6,0.33,0,2,0,2,2,1,4,10,0.4,1,3,4,1,4,6,2,0,1,6,4
0c25034b-847c-44f5-b0cd-6a419ddd47ce,Oklahoma,12/22/17,NULL,18,3,3,1,0,0,0,4,5,0.8,7,8,0.88,0,0,0,1,3,2,4,0,1,10,4
0c25034b-847c-44f5-b0cd-6a419ddd47ce,Brown,12/30/17,NULL,17,2,5,0.4,0,0,0,0,0,0,2,5,0.4,0,4,4,1,0,3,1,0,0,4,4
0c25034b-847c-44f5-b0cd-6a419ddd47ce,Nebraska,1/2/18,NULL,12,1,3,0.33,0,0,0,0,0,0,1,3,0.33,0,0,0,1,1,2,1,0,0,2,4
0c25034b-847c-44f5-b0cd-6a419ddd47ce,Penn State,1/5/18,NULL,8,1,3,0.33,0,1,0,0,0,0,1,4,0.25,2,0,2,1,1,0,0,0,0,2,4
0c25034b-847c-44f5-b0cd-6a419ddd47ce,Indiana,1/14/18,NULL,4,3,3,1,2,2,1,1,1,1,6,6,1,0,0,0,1,1,0,1,0,1,9,4
0c25034b-847c-44f5-b0cd-6a419ddd47ce,Maryland,2/10/18,NULL,3,0,2,0,0,1,0,0,0,0,0,3,0,0,0,0,1,1,0,0,0,0,0,4
0c25034b-847c-44f5-b0cd-6a419ddd47ce,Rutgers,2/13/18,NULL,9,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,2,0,1,0,4
0c25034b-847c-44f5-b0cd-6a419ddd47ce,Michigan State,2/17/18,NULL,12,2,5,0.4,0,0,0,0,0,0,2,5,0.4,1,1,2,1,2,0,1,0,0,4,4
0c25034b-847c-44f5-b0cd-6a419ddd47ce,Maryland,2/19/18,NULL,16,3,6,0.5,1,4,0.25,4,4,1,8,14,0.57,0,1,1,1,3,3,1,0,1,11,4
0c25034b-847c-44f5-b0cd-6a419ddd47ce,Wisconsin,2/22/18,NULL,8,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,2,0,0,1,0,4
0c25034b-847c-44f5-b0cd-6a419ddd47ce,Iowa,2/25/18,NULL,33,3,14,0.21,1,6,0.17,0,0,0,4,20,0.2,0,0,0,1,4,3,2,0,0,7,4
0c25034b-847c-44f5-b0cd-6a419ddd47ce,Penn State,3/1/18,NULL,2,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,1,2,0,0,0,4
0c25034b-847c-44f5-b0cd-6a419ddd47ce,Total,NULL,NULL,270,32,81,0.4,7,26,0.27,27,32,0.87,66,139,0.47,5,17,22,1,38,30,25,0,9,98,4
8cb2f892-96bd-41d8-975b-1bec26b45893,La Salle,11/18/17,NULL,1,0,0,0,0,0,0,0,0,0,0,0,NULL,0,0,0,0,1,0,0,0,0,0,0
8cb2f892-96bd-41d8-975b-1bec26b45893,Texas Tech,11/19/17,NULL,6,0,2,0,0,0,0,0,0,0,0,2,0,0,3,3,2,1,0,0,0,0,0,0
8cb2f892-96bd-41d8-975b-1bec26b45893,Sacred Heart,11/24/17,NULL,4,0,0,0,0,0,0,0,0,0,0,0,NULL,0,0,0,1,3,0,0,0,0,0,0
8cb2f892-96bd-41d8-975b-1bec26b45893,Total,NULL,NULL,11,0,2,0,0,0,0,0,0,NULL,0,2,0,0,3,3,1,5,0,0,0,0,0,0
dcc452c9-253d-4427-8f11-6fc89cfcd197,Loyola (Md.),11/10/17,Yes,35,9,20,0.45,4,11,0.36,4,8,0.5,17,39,0.44,1,8,9,9,2,0,0,1,1,26,26
dcc452c9-253d-4427-8f11-6fc89cfcd197,Saint Peter's,11/13/17,Yes,29,3,5,0.6,2,4,0.5,4,4,1,9,13,0.69,0,3,3,6,4,6,0,0,0,12,19
dcc452c9-253d-4427-8f11-6fc89cfcd197,Creighton,11/15/17,Yes,22,3,8,0.38,2,7,0.29,2,2,1,7,17,0.41,0,3,3,5,4,1,0,0,1,10,16
dcc452c9-253d-4427-8f11-6fc89cfcd197,La Salle,11/18/17,Yes,34,8,12,0.67,4,7,0.57,0,0,0,12,19,0.63,1,5,6,5,1,0,2,0,1,20,17
dcc452c9-253d-4427-8f11-6fc89cfcd197,Texas Tech,11/19/17,Yes,33,5,14,0.36,3,8,0.38,7,8,0.88,15,30,0.5,1,1,2,5,3,1,1,0,1,20,18
dcc452c9-253d-4427-8f11-6fc89cfcd197,Sacred Heart,11/24/17,Yes,32,7,15,0.47,3,8,0.38,2,2,1,12,25,0.48,0,6,6,5,0,4,1,0,0,19,18
